ans,circle_r,circle_g,circle_b,bg_r,bg_g,bg_b
2,0.4184550986204656,0.2811551167838046,0.012082018962969404,0.06496296299307946,0.06496296299307946,0.06496296299307946
1,0.3180874297616849,0.2268693176665723,0.04212541007028532,0.518085876932775,0.518085876932775,0.518085876932775
3,0.7305677015231786,0.6728413163702421,0.578077237889885,0.38328403870946504,0.38328403870946504,0.38328403870946504
3,0.6320587915943363,0.612526262887821,0.5670959316287308,0.5759435623919504,0.5759435623919504,0.5759435623919504
3,0.15810914151555522,0.10920162151042986,0.053538469962827004,0.3983309794254244,0.3983309794254244,0.3983309794254244
3,0.42352714792350155,0.4100004287232177,0.18992553382926933,0.816959844457931,0.816959844457931,0.816959844457931
3,0.10609661072469834,0.09942872111780236,0.09671056974876688,0.7496563790013139,0.7496563790013139,0.7496563790013139
3,0.09983219690695844,0.059521582119377484,0.009271741008007631,0.8738578548558137,0.8738578548558137,0.8738578548558137
0,0.8308738449244565,0.6073574434259624,0.09813825792537602,0.8523335145582355,0.8523335145582355,0.8523335145582355
3,0.9738167309465787,0.9734521562370393,0.9523370378474463,0.12377702077843467,0.12377702077843467,0.12377702077843467
3,0.613540566342183,0.27027196188409314,0.07719299557837535,0.6522281276898141,0.6522281276898141,0.6522281276898141
3,0.29077476593617013,0.2904476423733479,0.25999958932696826,0.47506760230554634,0.47506760230554634,0.47506760230554634
0,0.9038588470411242,0.815117814911433,0.6454142762919214,0.9252742713877352,0.9252742713877352,0.9252742713877352
3,0.9129406777827883,0.9125164837942472,0.6226622003219624,0.01896811764684525,0.01896811764684525,0.01896811764684525
3,0.0013636080659840829,0.0013942866344855975,0.00017806437574169603,0.5570160794135054,0.5570160794135054,0.5570160794135054
3,0.1781597043438039,0.14161207084984603,0.09727698788835366,0.7396290956854507,0.7396290956854507,0.7396290956854507
3,0.6749610226222916,0.6103968925955557,0.14183660456005015,0.3898620929358211,0.3898620929358211,0.3898620929358211
3,0.9178073534775026,0.7680153720295613,0.3970235893008137,0.7585900077206291,0.7585900077206291,0.7585900077206291
0,0.7220290604337573,0.604600213390326,0.5276636337786276,0.6062174471857241,0.6062174471857241,0.6062174471857241
3,0.21796807458908862,0.17615761791879106,0.13477914988888778,0.9133056399390708,0.9133056399390708,0.9133056399390708
0,0.7951974014769616,0.36306668415873516,0.1624986182818913,0.25045847839117896,0.25045847839117896,0.25045847839117896
3,0.7114184261600518,0.5751630591186594,0.2909588063188992,0.42987611389999725,0.42987611389999725,0.42987611389999725
3,0.0919521144198634,0.06222013694077136,0.02023531774301041,0.8176636490942133,0.8176636490942133,0.8176636490942133
3,0.7398589773136488,0.7199497961467753,0.45204182206822263,0.3360171744025293,0.3360171744025293,0.3360171744025293
3,0.9034325900263167,0.7671123665989767,0.40475159518881615,0.5179352407236131,0.5179352407236131,0.5179352407236131
0,0.7469345505510872,0.40840552836739014,0.1204467326065926,0.7652980946218733,0.7652980946218733,0.7652980946218733
3,0.7107180396411942,0.5844547418318845,0.5155283407743222,0.2745815675148874,0.2745815675148874,0.2745815675148874
3,0.6064920452738047,0.5922696721438971,0.4601437188395595,0.5528552884110164,0.5528552884110164,0.5528552884110164
0,0.698491100044958,0.5651848911400124,0.10408732164994317,0.6270782257237869,0.6270782257237869,0.6270782257237869
3,0.5924093593442606,0.588153358296043,0.37876272349369694,0.7087266383389823,0.7087266383389823,0.7087266383389823
2,0.6212506644840086,0.30430729474166274,0.13903070302161027,0.9235373520035235,0.9235373520035235,0.9235373520035235
3,0.935502643655645,0.7322126044312018,0.3723758435312109,0.3593808296266814,0.3593808296266814,0.3593808296266814
1,0.5782377858538635,0.40683302407222616,0.2995208542339359,0.4360688824347281,0.4360688824347281,0.4360688824347281
0,0.7186210469190142,0.4399081333511227,0.07043336516221604,0.46161716459015834,0.46161716459015834,0.46161716459015834
